order_date,user_id,order_id,meal_id,order_quantity
06/01/18,0,0,4,3
06/01/18,0,0,14,2
06/01/18,0,0,15,1
06/01/18,0,0,17,1
06/01/18,1,1,16,2
06/01/18,1,1,17,1
06/01/18,2,2,7,3
06/01/18,2,2,12,3
06/01/18,3,3,15,1
06/01/18,4,4,5,3
06/01/18,5,5,6,1
06/01/18,6,6,5,1
06/01/18,6,6,15,2
06/01/18,6,6,17,2
06/01/18,7,7,4,1
06/01/18,7,7,11,2
06/01/18,7,7,15,1
06/01/18,8,8,12,1
06/01/18,9,9,14,1
06/01/18,9,9,15,3
06/01/18,10,10,7,3
06/01/18,11,11,0,1
06/01/18,11,11,6,3
06/01/18,11,11,8,1
06/01/18,11,11,10,2
06/01/18,12,12,8,3
06/01/18,13,13,0,3
06/01/18,13,13,3,3
06/01/18,13,13,14,1
06/01/18,13,13,18,1
06/02/18,14,14,4,1
06/02/18,14,14,7,2
06/02/18,14,14,15,3
06/02/18,15,15,9,3
06/02/18,15,15,12,3
06/02/18,15,15,13,1
06/02/18,15,15,15,2
06/02/18,16,16,1,2
06/02/18,17,17,2,1
06/02/18,17,17,6,3
06/02/18,17,17,9,3
06/02/18,17,17,14,1
06/02/18,18,18,18,1
06/02/18,18,19,0,1
06/02/18,18,19,2,3
06/02/18,18,19,7,2
06/02/18,18,19,17,2
06/02/18,19,20,13,1
06/03/18,20,21,0,1
06/03/18,20,21,5,2
06/03/18,21,22,13,3
06/03/18,22,23,12,1
06/03/18,22,23,15,1
06/03/18,23,24,11,2
06/03/18,23,24,13,3
06/03/18,24,25,0,3
06/03/18,24,25,9,2
06/03/18,24,25,13,2
06/03/18,24,25,17,3
06/03/18,25,26,8,3
06/03/18,25,26,15,2
06/03/18,26,27,6,1
06/03/18,26,27,13,3
06/03/18,26,27,14,3
06/03/18,27,28,1,2
06/03/18,27,28,8,1
06/03/18,27,28,11,3
06/03/18,27,28,17,3
06/03/18,28,29,0,2
06/03/18,28,29,1,3
06/03/18,28,29,3,1
06/03/18,28,29,9,1
06/03/18,29,30,11,3
06/03/18,29,30,14,3
06/03/18,29,30,15,2
06/04/18,0,31,0,2
06/04/18,0,31,2,1
06/04/18,0,31,5,1
06/04/18,0,31,18,1
06/04/18,30,32,1,2
06/04/18,30,32,6,1
06/04/18,30,32,9,1
06/04/18,30,32,16,3
06/04/18,31,33,11,3
06/04/18,32,34,4,2
06/04/18,32,34,11,2
06/04/18,32,34,16,2
06/04/18,33,35,5,2
06/04/18,33,35,14,2
06/04/18,33,35,15,1
06/04/18,34,36,14,2
06/04/18,35,37,0,3
06/04/18,35,37,16,3
06/04/18,36,38,2,3
06/05/18,3,39,10,1
06/05/18,3,39,13,2
06/05/18,3,39,18,3
06/05/18,28,40,7,2
06/05/18,28,40,10,3
06/05/18,28,40,17,1
07/01/18,21,282,14,2
07/01/18,49,283,13,1
07/01/18,49,283,14,3
07/01/18,49,283,18,1
07/01/18,84,284,7,3
07/01/18,84,284,9,2
07/01/18,93,285,10,2
07/01/18,93,285,11,1
07/01/18,123,286,4,3
07/01/18,123,286,7,3
07/01/18,123,286,9,1
07/01/18,124,287,4,3
07/01/18,124,287,8,1
07/01/18,124,287,11,1
07/01/18,125,288,6,2
07/01/18,125,288,13,3
07/01/18,125,288,16,1
07/01/18,125,288,18,1
07/01/18,126,289,12,2
07/01/18,127,290,18,1
07/01/18,128,291,5,3
07/01/18,128,291,6,2
07/01/18,128,291,18,1
07/01/18,129,292,2,1
07/01/18,129,292,9,1
07/01/18,130,293,5,1
07/01/18,130,293,6,1
07/01/18,130,293,18,1
07/01/18,130,294,7,1
07/01/18,130,294,12,2
07/01/18,130,294,13,3
07/01/18,130,294,15,3
07/01/18,131,295,0,1
07/01/18,131,295,7,3
07/01/18,131,295,14,1
07/01/18,132,296,5,1
07/01/18,132,296,12,2
07/01/18,132,296,15,3
07/01/18,133,297,0,1
07/01/18,133,297,4,3
07/01/18,133,297,16,1
07/01/18,134,298,9,2
07/01/18,134,298,14,2
07/01/18,134,298,15,2
07/01/18,135,299,8,3
07/01/18,135,299,11,1
07/01/18,135,299,13,3
07/02/18,5,300,5,2
07/02/18,5,300,6,1
07/02/18,5,300,8,3
07/02/18,5,300,9,3
07/02/18,61,301,16,3
07/02/18,75,302,2,1
07/02/18,83,303,1,3
07/02/18,83,303,8,3
07/02/18,83,303,9,2
07/02/18,83,303,12,2
07/02/18,136,304,2,1
07/02/18,137,305,6,2
07/02/18,137,305,8,3
07/02/18,137,305,17,3
07/02/18,138,306,15,3
07/02/18,138,306,16,1
07/03/18,5,307,4,1
07/03/18,5,307,6,3
07/03/18,5,307,8,3
07/03/18,5,307,18,2
07/03/18,18,308,1,2
07/03/18,18,308,10,2
07/03/18,18,308,15,2
07/03/18,23,309,17,1
07/03/18,70,310,2,1
07/03/18,70,310,5,2
07/03/18,70,310,8,1
07/03/18,86,311,10,1
07/03/18,86,311,13,1
07/03/18,86,311,14,3
07/03/18,86,311,17,2
07/03/18,87,312,8,2
07/03/18,87,312,13,1
07/03/18,87,312,15,1
07/03/18,87,312,18,1
07/03/18,118,313,5,3
07/03/18,118,313,14,3
07/03/18,122,314,4,3
07/03/18,128,315,4,2
07/03/18,128,315,8,3
07/03/18,128,315,12,3
07/03/18,128,315,16,3
07/03/18,132,316,1,2
07/03/18,132,316,3,1
07/03/18,139,317,2,2
07/03/18,139,317,4,1
07/03/18,139,317,9,1
07/03/18,139,317,11,3
07/03/18,140,318,0,3
07/03/18,140,318,2,1
07/03/18,140,318,5,2
07/03/18,141,319,0,2
07/03/18,141,319,4,3
08/01/18,2,727,6,1
08/01/18,2,727,14,1
08/01/18,7,728,1,1
08/01/18,36,729,2,2
08/01/18,36,729,7,2
08/01/18,45,730,2,3
08/01/18,45,730,6,3
08/01/18,45,730,7,3
08/01/18,45,730,17,2
08/01/18,81,731,15,1
08/01/18,129,732,6,1
08/01/18,129,732,10,3
08/01/18,170,733,3,2
08/01/18,170,733,6,1
08/01/18,170,733,10,2
08/01/18,170,733,18,2
08/01/18,218,734,0,2
08/01/18,218,734,14,3
08/01/18,226,735,14,3
08/01/18,263,736,2,1
08/01/18,263,736,3,2
08/01/18,263,736,9,1
08/01/18,263,736,16,2
08/01/18,263,737,13,2
08/01/18,263,737,17,3
08/01/18,264,738,0,1
08/01/18,264,738,1,3
08/01/18,264,738,3,2
08/01/18,264,738,10,2
08/01/18,265,739,3,2
08/01/18,265,739,18,2
08/01/18,266,740,9,3
08/01/18,266,740,14,3
08/01/18,266,740,17,3
08/01/18,267,741,2,1
08/01/18,268,742,5,1
08/01/18,268,742,8,1
08/01/18,268,742,13,1
08/01/18,268,743,6,3
08/01/18,268,743,7,2
08/01/18,269,744,1,3
08/01/18,270,745,3,3
08/01/18,270,745,8,2
08/01/18,270,745,9,1
08/01/18,270,745,18,2
08/01/18,271,746,10,1
08/01/18,271,746,15,3
08/02/18,6,747,3,3
08/02/18,38,748,3,2
08/02/18,38,748,9,1
08/02/18,38,748,13,2
08/02/18,50,749,8,2
08/02/18,50,749,12,3
08/02/18,50,749,15,1
08/02/18,50,749,17,1
08/02/18,50,750,2,1
08/02/18,56,751,2,1
08/02/18,56,751,12,2
08/02/18,73,752,3,1
08/02/18,73,752,4,2
08/02/18,73,752,8,1
08/02/18,108,753,17,3
08/02/18,117,754,16,1
08/02/18,122,755,6,2
08/02/18,122,755,12,3
08/02/18,130,756,4,1
08/02/18,181,757,3,1
08/02/18,181,757,10,2
08/02/18,181,757,16,3
08/02/18,187,758,3,1
08/02/18,187,758,4,1
08/02/18,187,758,16,3
08/02/18,187,758,17,2
08/02/18,199,759,11,2
08/02/18,199,759,16,3
08/02/18,199,759,17,2
08/02/18,272,760,1,3
08/02/18,273,761,17,2
08/02/18,273,762,13,2
08/02/18,273,762,17,1
08/02/18,273,762,18,1
08/02/18,274,763,0,2
08/02/18,274,763,12,1
08/02/18,274,763,14,3
08/02/18,275,764,3,3
08/02/18,275,764,9,2
08/02/18,275,764,10,3
08/02/18,275,764,12,3
08/02/18,276,765,5,3
08/02/18,277,766,1,3
08/02/18,277,766,5,1
08/02/18,277,766,7,3
08/02/18,277,766,17,2
08/02/18,278,767,3,3
08/02/18,278,767,7,3
08/02/18,278,767,17,2
08/02/18,279,768,13,2
08/02/18,279,768,17,2
08/02/18,279,768,18,2
08/02/18,280,769,0,2
09/01/18,31,1397,1,3
09/01/18,31,1397,8,3
09/01/18,31,1397,17,3
09/01/18,111,1398,2,2
09/01/18,111,1398,13,2
09/01/18,161,1399,3,3
09/01/18,161,1399,12,3
09/01/18,173,1400,5,2
09/01/18,173,1400,6,3
09/01/18,173,1400,9,2
09/01/18,173,1400,12,2
09/01/18,175,1401,5,2
09/01/18,175,1401,14,2
09/01/18,267,1402,0,2
09/01/18,267,1402,14,3
09/01/18,267,1402,16,3
09/01/18,275,1403,8,2
09/01/18,275,1403,14,3
09/01/18,285,1404,5,2
09/01/18,285,1404,12,2
09/01/18,287,1405,4,1
09/01/18,287,1405,5,2
09/01/18,287,1405,15,3
09/01/18,311,1406,7,1
09/01/18,311,1406,11,3
09/01/18,342,1407,5,2
09/01/18,342,1407,15,2
09/01/18,342,1407,17,3
09/01/18,389,1408,15,3
09/01/18,414,1409,6,2
09/01/18,414,1409,8,2
09/01/18,414,1409,11,3
09/01/18,420,1410,2,1
09/01/18,420,1410,10,3
09/01/18,421,1411,1,1
09/01/18,421,1411,6,2
09/01/18,421,1411,11,3
09/01/18,422,1412,1,3
09/01/18,422,1412,11,1
09/01/18,422,1412,12,1
09/01/18,422,1412,16,1
09/01/18,423,1413,1,3
09/01/18,423,1413,7,1
09/01/18,423,1413,13,3
09/01/18,423,1413,17,3
09/01/18,424,1414,7,2
09/01/18,424,1414,17,2
09/01/18,424,1414,18,2
09/01/18,425,1415,17,3
09/01/18,425,1416,12,2
09/01/18,425,1416,17,1
09/01/18,426,1417,4,3
09/01/18,426,1417,11,2
09/01/18,426,1417,17,1
09/01/18,426,1417,18,2
09/01/18,427,1418,12,1
09/01/18,427,1418,15,1
09/01/18,428,1419,2,3
09/01/18,428,1419,4,1
09/01/18,428,1419,10,3
09/01/18,429,1420,6,2
09/01/18,429,1420,7,2
09/01/18,430,1421,2,3
09/01/18,430,1421,6,2
09/01/18,430,1421,10,2
09/01/18,431,1422,5,2
09/01/18,431,1422,7,2
09/01/18,431,1422,8,2
09/01/18,431,1422,10,3
09/01/18,432,1423,0,2
09/01/18,432,1423,5,1
09/01/18,433,1424,11,2
09/01/18,433,1424,14,2
09/01/18,434,1425,7,3
09/01/18,434,1425,11,2
09/01/18,435,1426,0,2
09/01/18,435,1426,7,1
09/01/18,435,1426,12,1
09/02/18,30,1427,8,1
09/02/18,30,1427,12,1
09/02/18,30,1427,15,1
09/02/18,30,1427,16,3
09/02/18,46,1428,15,2
09/02/18,61,1429,0,1
09/02/18,61,1429,16,1
09/02/18,61,1429,17,2
09/02/18,64,1430,11,1
09/02/18,64,1430,15,2
09/02/18,66,1431,1,2
09/02/18,66,1431,9,3
09/02/18,66,1431,12,1
09/02/18,66,1432,2,1
09/02/18,66,1432,3,3
09/02/18,66,1432,12,1
09/02/18,90,1433,6,3
09/02/18,90,1433,8,3
09/02/18,90,1433,15,2
09/02/18,91,1434,6,1
09/02/18,109,1435,10,2
09/02/18,109,1435,11,1
10/01/18,7,2402,0,1
10/01/18,7,2402,5,2
10/01/18,7,2402,9,1
10/01/18,7,2402,14,3
10/01/18,13,2403,0,3
10/01/18,13,2403,8,2
10/01/18,13,2403,13,1
10/01/18,30,2404,6,3
10/01/18,47,2405,0,2
10/01/18,47,2405,4,2
10/01/18,47,2405,13,1
10/01/18,113,2406,12,2
10/01/18,113,2406,18,1
10/01/18,113,2407,4,3
10/01/18,113,2407,5,2
10/01/18,113,2407,14,1
10/01/18,127,2408,8,3
10/01/18,127,2408,13,3
10/01/18,127,2408,16,1
10/01/18,127,2408,18,1
10/01/18,128,2409,0,2
10/01/18,128,2409,4,1
10/01/18,128,2409,10,1
10/01/18,141,2410,8,2
10/01/18,141,2410,13,3
10/01/18,143,2411,1,3
10/01/18,143,2411,6,1
10/01/18,143,2411,14,1
10/01/18,143,2411,16,3
10/01/18,222,2412,15,3
10/01/18,222,2412,18,1
10/01/18,254,2413,7,3
10/01/18,254,2413,10,3
10/01/18,254,2413,18,3
10/01/18,270,2414,2,3
10/01/18,270,2414,10,1
10/01/18,270,2414,11,3
10/01/18,334,2415,10,1
10/01/18,334,2415,18,1
10/01/18,377,2416,2,2
10/01/18,377,2416,8,2
10/01/18,377,2416,12,1
10/01/18,386,2417,3,1
10/01/18,386,2417,6,2
10/01/18,386,2417,7,2
10/01/18,394,2418,5,3
10/01/18,394,2418,14,1
10/01/18,397,2419,9,2
10/01/18,407,2420,5,2
10/01/18,407,2420,16,1
10/01/18,450,2421,3,3
10/01/18,453,2422,8,2
10/01/18,453,2422,12,1
10/01/18,453,2422,16,3
10/01/18,460,2423,10,2
10/01/18,460,2423,11,2
10/01/18,470,2424,3,1
10/01/18,470,2424,8,1
10/01/18,470,2424,15,1
10/01/18,475,2425,4,1
10/01/18,475,2425,14,2
10/01/18,497,2426,6,1
10/01/18,509,2427,0,2
10/01/18,509,2427,2,1
10/01/18,509,2427,3,1
10/01/18,515,2428,11,2
10/01/18,515,2428,12,1
10/01/18,515,2428,13,3
10/01/18,515,2428,16,2
10/01/18,517,2429,3,2
10/01/18,517,2429,12,2
10/01/18,517,2429,18,3
